model,term,coefficient,std_error,z_value,p_value
high_burglary_top50,(Intercept),-3.6543832262965887,0.0542947884095923,-67.30633516293372,0.0
high_burglary_top50,SPORTS,-6.842984208352086,104.70316400664572,-0.0653560403190657,0.9478905239524562
high_burglary_top50,SHOPPING,6.953336432778775,97.66116741577778,0.07119857991432753,0.9432397116145635
high_burglary_top50,OTHER,-0.1337496676757141,81.76899256003644,-0.0016357015475947367,0.9986948995710632
high_burglary_top50,TRANSPORTATION,-4.657008532407522,47.4821355020029,-0.09807917194901816,0.9218694261524836
high_burglary_top50,AUTOMOTIVE,-7.815611851264082,90.62435768936798,-0.08624184546558178,0.9312741667312461
high_burglary_top50,SERVICES,-5.071208787836971,73.15039917884643,-0.06932578420301307,0.9447303022812954
high_burglary_top50,FOOD_DRINK,-2.59771690133816,66.31200960667347,-0.039174154376354964,0.9687515396343288
high_burglary_top50,ENTERTAINMENT_RECREATION,-6.4932207620290585,84.49824072153622,-0.07684444914572192,0.938747289950633
high_burglary_top50,HEALTH_WELLNESS,-4.958401448700263,45.53771815012043,-0.10888559308910277,0.9132932337470935
high_burglary_top50,LODGING,-6.151919559870933,716.0185649568081,-0.008591843648973028,0.9931447849454975
high_burglary_top50,PLACE_OF_WORSHIP,1.4626058787501561,129.81638152946317,0.01126672813953147,0.991010641750709
high_burglary_top50,EDUCATION,9.932554029705525,215.26341402692043,0.04614139413613211,0.9631975533760876
high_burglary_top50,GOVERNMENT,-6.8135614539222455,174.96554495777255,-0.038942304072305665,0.9689363883605953
high_burglary_top50,BUSINESS,-2.8870600132336075,2182.9401078931237,-0.0013225557599104581,0.998944753485998
high_burglary_top50,FINANCE,32.5318778077762,270.06152287729344,0.12046098778224527,0.9041179817952355
high_burglary_top50,FACILITIES,46.46421845398979,983.6403509397866,0.04723699918328593,0.9623243393380985
high_burglary_top50,CULTURE,1.3582101783827576,499.9795501362081,0.0027165314621622905,0.9978325241532361
high_burglary_top50,place_density,-0.08272535828464833,2.8841648268411806,-0.028682604237723647,0.97711773046731
high_violence_jenks,(Intercept),-6.197897891628331,0.1891743276870034,-32.76289107200108,1.9896601488888866e-235
high_violence_jenks,SPORTS,-6.588198155404851,323.01577484077677,-0.0203959022083437,0.983727552735695
high_violence_jenks,SHOPPING,6.615686429745394,217.36869152831792,0.030435323427815405,0.9757198738746309
high_violence_jenks,OTHER,-0.042725409634920414,228.73766108547005,-0.0001867878224869828,0.9998509648811583
high_violence_jenks,TRANSPORTATION,-4.230810978008119,128.56394944999448,-0.03290822190907967,0.9737477762130724
high_violence_jenks,AUTOMOTIVE,-7.090049937602659,263.12887601000887,-0.026945161037107035,0.9785034732807618
high_violence_jenks,SERVICES,-4.693832499825303,201.41601502656002,-0.023304167244130734,0.9814076476376058
high_violence_jenks,FOOD_DRINK,-2.5551558179980347,142.3204106084652,-0.017953544449976835,0.9856759135890276
high_violence_jenks,ENTERTAINMENT_RECREATION,-5.931925899586739,245.97559081693527,-0.024115912802102027,0.9807601504334095
high_violence_jenks,HEALTH_WELLNESS,-4.4035039393177655,122.91777922979189,-0.035824792531319,0.9714220641715453
high_violence_jenks,LODGING,-7.327646429588297,1886.4089422473053,-0.0038844421617609433,0.9969006713660398
high_violence_jenks,PLACE_OF_WORSHIP,1.701698109290504,236.03018316218265,0.007209663130758245,0.9942475709339057
high_violence_jenks,EDUCATION,8.731058371026322,510.3263357596795,0.01710877483528091,0.9863498386314489
high_violence_jenks,GOVERNMENT,-6.828233557278773,427.9393549410204,-0.015956077604079803,0.9872694322238386
high_violence_jenks,BUSINESS,-7.956784803547548,5396.727573664824,-0.0014743721440332468,0.9988236216555947
high_violence_jenks,FINANCE,29.949581278089916,632.935651201354,0.04731852475246673,0.9622593640017555
high_violence_jenks,FACILITIES,46.86357488559869,2467.496522872343,0.018992357010921387,0.9848472025331874
high_violence_jenks,CULTURE,2.393705914278996,1427.8088251992313,0.0016764890873573266,0.9986623558674437
high_violence_jenks,place_density,-0.07960745414609,6.810803022972846,-0.011688409410399033,0.990674210938113
high_violence_top25,(Intercept),-4.55886995223208,0.0840609996169516,-54.23287818377009,0.0
high_violence_top25,SPORTS,-6.960307976175776,171.8754173963497,-0.040496238971307365,0.9676975054498269
high_violence_top25,SHOPPING,6.90180407801023,75.93371483419226,0.09089248554585941,0.9275780211434728
high_violence_top25,OTHER,-0.05160063180991048,134.18527989828746,-0.00038454763330988164,0.9996931753880508
high_violence_top25,TRANSPORTATION,-4.831870712817841,79.9226674671062,-0.06045682490272857,0.9517918016520672
high_violence_top25,AUTOMOTIVE,-7.919248797072824,137.37468862632238,-0.057647073680467044,0.9540297526174258
high_violence_top25,SERVICES,-5.385890161555633,124.06672396965301,-0.04341123864020971,0.9653737190085112
high_violence_top25,FOOD_DRINK,-2.562340836915867,46.137714918751655,-0.05553679547043324,0.9557108166249605
high_violence_top25,ENTERTAINMENT_RECREATION,-6.667045897419433,142.4426125668908,-0.04680513630911255,0.9626685353393364
high_violence_top25,HEALTH_WELLNESS,-5.120010970787629,77.36519854805402,-0.06617976902893133,0.9472347034346112
high_violence_top25,LODGING,-3.812907775117211,1094.5036255342206,-0.0034836867472742756,0.9972204257518636
high_violence_top25,PLACE_OF_WORSHIP,1.2412061998676294,123.27892981732872,0.010068275265747472,0.9919668143326712
high_violence_top25,EDUCATION,10.453027555197403,182.7691441313993,0.057192517943194764,0.9543918382227481
high_violence_top25,GOVERNMENT,-6.851762282757315,160.34264348957612,-0.042732002751362574,0.965915168355155
high_violence_top25,BUSINESS,-0.23303720236291403,970.8461296068865,-0.00024003515619645628,0.9998084796566601
high_violence_top25,FINANCE,32.38665673398522,411.1761579558069,0.07876589171657693,0.9372188341958692
high_violence_top25,FACILITIES,47.049771262492,1194.4507458344517,0.03939029836648702,0.9685792146900658
high_violence_top25,CULTURE,-0.201828639454548,862.9785758060358,-0.00023387444962470454,0.9998133951891793
high_violence_top25,place_density,-0.06918075495125307,5.306355019170714,-0.013037340076440035,0.9895980023150415
high_larceny_top25,(Intercept),-5.974245769027807,0.1692456875126065,-35.299249610615966,6.0301075819736225e-273
high_larceny_top25,SPORTS,-6.707706981387771,306.5760613986898,-0.021879421866094984,0.9825441398180502
high_larceny_top25,SHOPPING,6.895108657651905,200.30134779228874,0.03442367579474348,0.9725393041035479
