model,term,coefficient,std_error,z_value,p_value
high_burglary_top50,(Intercept),-6.822995991369844,0.258339422680573,-26.410974835250837,1.0250320248295275e-153
high_burglary_top50,SPORTS,-6.349448369545345,381.2825802098924,-0.01665286771310149,0.9867135480568487
high_burglary_top50,SHOPPING,6.070860023278081,173.0056194880691,0.03509053660362023,0.972007547462828
high_burglary_top50,OTHER,0.06548804277887457,311.8655633963559,0.00020998805403738842,0.9998324537749619
high_burglary_top50,TRANSPORTATION,-4.284670805068502,193.37973790592997,-0.022156772221672935,0.9823228998867936
high_burglary_top50,AUTOMOTIVE,-7.000021412563752,331.85052536874554,-0.021093898841309567,0.983170751832835
high_burglary_top50,SERVICES,-4.868898590413311,316.56373349988746,-0.015380468686616125,0.9877286453151357
high_burglary_top50,FOOD_DRINK,-2.269905275985341,113.49098531286067,-0.020000753978193876,0.984042771098946
high_burglary_top50,ENTERTAINMENT_RECREATION,-6.0147513520967335,329.09361371810184,-0.01827671854261173,0.9854181002764042
high_burglary_top50,HEALTH_WELLNESS,-4.443416682043581,170.44006619081702,-0.02607025907317433,0.9792012988180894
high_burglary_top50,LODGING,-1.4702168273156557,2952.002892603064,-0.0004980404426430709,0.9996026212365876
high_burglary_top50,PLACE_OF_WORSHIP,0.9014176653805077,338.9627083899976,0.0026593417006314773,0.9978781548161502
high_burglary_top50,EDUCATION,9.305607721385746,417.2657551491669,0.02230139331242056,0.9822075374570823
high_burglary_top50,GOVERNMENT,-6.242992438895323,386.250749037325,-0.01616305587615064,0.9871043087512706
high_burglary_top50,BUSINESS,-0.6136066584859963,2046.1780905275284,-0.0002998794001981525,0.9997607308600652
high_burglary_top50,FINANCE,27.93218840541888,978.0748584500925,0.028558333919022984,0.9772168432344072
high_burglary_top50,FACILITIES,42.90776048544456,2644.2005715980754,0.01622712019138261,0.987053199526183
high_burglary_top50,CULTURE,-1.6005855057843805,2172.7889033828,-0.0007366502577827234,0.9994122381857622
high_burglary_top50,place_density,-0.05095753133351334,16.0125030663287,-0.003182358880584229,0.9974608492680846
high_violence_jenks,(Intercept),-6.758384842289153,0.250145106094202,-27.01785754602777,9.117832612138332e-161
high_violence_jenks,SPORTS,-6.9322554544945225,547.9921645245673,-0.012650282072023566,0.989906804447385
high_violence_jenks,SHOPPING,7.398825881866448,413.8253765122123,0.01787910143216677,0.9857353009913007
high_violence_jenks,OTHER,-0.40744501805373323,494.85709457380096,-0.0008233589505363119,0.9993430546795943
high_violence_jenks,TRANSPORTATION,-4.777001247531795,251.02996192384276,-0.019029605912066535,0.9848174875802944
high_violence_jenks,AUTOMOTIVE,-8.026036699526637,451.2837273416414,-0.017784901633403186,0.9858104496074983
high_violence_jenks,SERVICES,-4.926919492886718,427.2740741318022,-0.011531051826390243,0.9907997556636783
high_violence_jenks,FOOD_DRINK,-2.785435187973067,263.71671264751745,-0.010562224744914316,0.9915727206406393
high_violence_jenks,ENTERTAINMENT_RECREATION,-6.688110926085257,461.87069256341204,-0.014480483463814973,0.9884466495722332
high_violence_jenks,HEALTH_WELLNESS,-5.181560682330036,240.92559001048966,-0.021506892157468354,0.9828413055889842
high_violence_jenks,LODGING,-6.560505707856583,3515.34963308524,-0.0018662455779963963,0.9985109523310106
high_violence_jenks,PLACE_OF_WORSHIP,1.60428355525349,469.4465790282198,0.003417393217721269,0.9972733200206789
high_violence_jenks,EDUCATION,9.849978929650229,937.1398079746817,0.010510682446558008,0.9916138431620117
high_violence_jenks,GOVERNMENT,-7.172093348161411,897.88279804478,-0.007987783443205823,0.9936267386896891
high_violence_jenks,BUSINESS,-5.913729721307063,9993.913661105826,-0.0005917331209616143,0.9995278653062218
high_violence_jenks,FINANCE,34.639298231441806,1186.7135053161098,0.029189267735024886,0.976713640694865
high_violence_jenks,FACILITIES,47.300748567882565,5214.160067119938,0.009071595033331863,0.9927620136547954
high_violence_jenks,CULTURE,1.2931935682403743,2732.682332367184,0.000473232308389152,0.9996224152615565
high_violence_jenks,place_density,-0.09592532280734942,12.423026052111553,-0.007721574631250564,0.993839136037938
high_violence_top25,(Intercept),-7.046357180116003,0.28880079155931226,-24.398676825194443,1.7663913422930272e-131
high_violence_top25,SPORTS,-6.684563984232843,515.5923470097903,-0.012964823902062134,0.9896558569612354
